thing_id	color_ri	kcorrR	zspec	plate	MJD	fibre
265418342	0.5117978602647781	0.489424	0.5549	5029	55750	365
171308390	0.5033024623990059	0.459828	0.5706	4877	55707	555
504368199	0.5009172782301903	0.427988	0.5358	4529	55563	577
423166692	0.425002608448267	0.305881	0.5894	4572	55622	458
272442417	0.5945509746670723	0.417	0.5605	4490	55629	735
133851703	0.639077365398407	0.23786	0.5156	4322	55503	567
172490941	0.5099396407604218	0.452685	0.547	4861	55710	567
152911429	0.49025921896100044	0.385284	0.5288	4761	55633	681
143773494	0.46708808839321136	0.424878	0.5371	4802	55652	61
52832034	0.6052585691213608	0.253708	0.5994	4352	55533	208
56015894	0.503255806863308	0.373729	0.5599	4363	55537	127
400263041	0.45671104826033115	0.485821	0.5045	3974	55320	197
299596168	0.5072929728776217	0.178346	0.583	3929	55335	117
299284064	0.5714865550398827	0.393367	0.5289	3962	55660	423
265247826	0.4792235493659973	0.450177	0.5352	5029	55750	147
129276811	0.5112796127796173	0.350912	0.5207	4740	55651	397
403038681	0.5141775272786617	0.479228	0.5728	4715	55653	229
134069229	0.486041359603405	0.394146	0.5053	4739	55644	687
449035303	0.4973989576101303	0.412659	0.5524	3680	55210	711
406196392	0.5232019517570734	0.342658	0.5335	3983	55603	243
75035269	0.46152719110250473	0.47367	0.5596	4237	55478	331
451709078	0.6630308330059052	0.243419	0.507	3807	55511	615
128958514	0.5824345201253891	0.254014	0.5821	4731	55656	175
70976229	0.4832955077290535	0.475269	0.5395	4022	55352	431
419041097	0.5273626558482647	0.270362	0.575	4563	55617	311
161135050	0.6191260814666748	0.148978	0.5709	4878	55710	415
159044508	0.5802014842629433	0.297126	0.5642	4404	55513	213
280860921	0.43405379354953766	0.497306	0.5517	3937	55352	149
63189161	0.4796438291668892	0.346357	0.5908	4032	55333	857
64145929	0.5446097403764725	0.453109	0.5292	4023	55328	505
194267740	0.5584392696619034	0.328305	0.5438	5066	55749	3
277912804	0.5873766466975212	0.218271	0.5956	4486	55588	177
61249569	0.45833682268857956	0.4502	0.5549	3768	55564	439
327750423	0.42072106897830963	0.486215	0.5856	4727	55693	215
161127282	0.47514180839061737	0.41489	0.5511	4084	55447	655
160559305	0.5749777778983116	0.289828	0.5394	4856	55712	289
463464108	0.7318476513028145	0.329304	0.5646	3663	55176	137
78082250	0.504551112651825	0.370843	0.5963	4236	55479	53
388210301	0.43439987301826477	0.459283	0.5966	3758	55506	191
318797734	0.6176162213087082	0.242556	0.516	3928	55331	777
444667195	0.544430535286665	0.367899	0.5125	4624	55654	129
127289169	0.511500895023346	0.499776	0.5633	4055	55359	439
140815563	0.45970887690782547	0.49082	0.5022	4803	55734	205
265740046	0.5304490774869919	0.313252	0.5414	4493	55585	697
204074912	0.5920906811952591	0.245665	0.5875	4530	55564	971
449014578	0.4719970002770424	0.479925	0.5736	3807	55511	481
142942853	0.4549492597579956	0.402854	0.5646	3820	55542	66
161296023	0.4594762846827507	0.47529	0.5731	4803	55734	829
267827935	0.48745016753673553	0.401117	0.5095	4062	55383	49
373337366	0.6044657975435257	0.249631	0.5434	4448	55538	37
61323012	0.4367487356066704	0.307878	0.5507	4041	55361	552
133640218	0.5960971713066101	0.376293	0.5958	5141	55746	829
404783688	0.46068915352225304	0.475838	0.5181	4610	55621	815
165382763	0.6347921900451183	0.289716	0.5788	4854	55685	79
483195518	0.4691203758120537	0.484795	0.5065	3696	55277	685
260220499	0.5282642692327499	0.229185	0.5271	4493	55585	347
407909783	0.5619055964052677	0.298673	0.5301	3855	55268	67
423891722	0.42097157984972	0.499355	0.5809	3657	55244	170
89881972	0.5592988356947899	0.369965	0.5557	3821	55535	433
479343057	0.5172885283827782	0.348213	0.5106	3696	55277	9
165870628	0.5499382680281997	0.136417	0.536	4800	55674	901
251329955	0.5231285877525806	0.185651	0.5052	4498	55615	602
98606163	0.49611665681004524	0.0919637	0.5608	3844	55321	79
416606400	0.45975186489522457	0.447528	0.5747	4568	55600	837
114502033	0.458195760846138	0.463934	0.5883	4055	55359	173
76350309	0.6890806183218956	0.397504	0.5953	4043	55630	131
169088699	0.5472159087657928	0.333276	0.5441	4084	55447	709
264196562	0.5427509546279907	0.460484	0.5275	4064	55366	225
418574878	0.6263150125741959	0.416771	0.5901	4567	55589	89
452460794	0.5390167608857155	0.476413	0.5728	3669	55481	489
381870637	0.5535692255944014	0.438523	0.5274	3864	55649	245
85885992	0.4611721932888031	0.435491	0.5994	4215	55471	269
383808290	0.500379353761673	0.417946	0.511	4956	55737	723
402772267	0.6861957013607025	0.321316	0.5308	3974	55320	929
141382963	0.5711243152618408	0.320345	0.5763	3813	55532	761
263667261	0.5672862231731415	0.244928	0.5663	3939	55633	521
231033087	0.4496871829032898	0.480234	0.539	4070	55681	899
130416099	0.42983049899339676	0.478402	0.5488	4030	55634	67
134745613	0.48613259941339493	0.469351	0.5409	4733	55649	531
384255446	0.47603948786854744	0.466238	0.5826	5011	55739	957
